WKT,OBJECTID,CHANGE_NUM,MINOR_CHAN,ACCESSIBIL,ACCESSORY_,STOP_ID,TRANS_LINK,STOP_STATU,STOP_TYPE,AUTH_CODE,AUTH_NAME,TRF_DISTRI,AWNING,BAY_CODE,BEARING_CO,BIKE_RACK,CURB,CURB_HEIGH,CURBPAINT,CURBPAINTL,CURRENT_NE,CF_CROSS_S,CF_DIST_FR,CF_INTERSE,DATE_CREAT,DATE_LAST_,DB_MOD_DAT,DISPLACEME,DIST_FROM_,EFFECTIVE_,FARE_ZONE,FRDOORLAND,FRDOORSIDE,HASTUS_CRO,IMT_CONNEC,IN_SERVICE,INFOSIGN_A,INFOSIGN,INTERSECTI,JURISDICTI,KCM_MANAGE,XCOORD,XCOORD_OFF,YCOORD,YCOORD_OFF,ZIPCODE,ROUTE_LIST,ON_STREET_,ROUTESIGN,ROUTESIGN_,SIGN_MOUNT,SIGNPOST,SIGNPOST_A,SCHEDULE_H,NUM_SHELTE,GISOBJID
"POINT (-122.177844336535 47.3152502347045)",33085,141,1,YES,None,59282,118882,ACT,RL,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,100,IN SERVICE,122nd Ave SE,339.9,FS,1981-09-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,339.9,339.9,2014-01-23T00:00:00.000Z,24,Unknown,0,122nd Ave SE,,Y,None,None,Far side,AUB,YES,1306907.2,1306907,117933.3,117908.3,98092,164 181,SE 320th St,A1 <=2 rts,KCM,Away,2in metal,Base plate,Single,1,5421
"POINT (-122.200828464651 47.3204468068139)",33086,141,1,NO,None,59284,100836,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,IN SERVICE,106th Pl SE,85,FS,1986-09-06T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,85,85,1986-09-06T00:00:00.000Z,24,Unknown,0,106th Pl SE,,Y,None,None,Far side,AUB,YES,1301218.3,1301240,119915.9,119904,98092,181,Lea Hill Rd SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,0,5422
"POINT (-122.198713693878 47.3217654251817)",33087,141,1,NO,None,59286,73951,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,0,IN SERVICE,107th Pl SE,70,FS,1986-09-06T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,70,70,1986-09-06T00:00:00.000Z,24,Unknown,0,107th Pl SE,,Y,None,None,Far side,AUB,YES,1301765.3,1301773,120399.3,120375.6,98092,181,Lea Hill Rd SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,0,5423
"POINT (-122.221141440182 47.2864895819743)",33364,141,1,UNK,Unknown,80950,17094,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,F St SE,54.3,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,54.3,54.3,1986-06-28T00:00:00.000Z,24,Unknown,0,F St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1295978.7,1295979,107584.7,107609.7,98002,,25th St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013117
"POINT (-122.221257621307 47.2879841433091)",33395,141,1,UNK,Unknown,80952,71265,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,23rd St SE,38,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,228.3,38,1986-06-28T00:00:00.000Z,24,Unknown,0,23rd St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1295934.7,1295960,108155.6,108155.3,98002,,F St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013116
"POINT (-122.221280983622 47.2899295175908)",33396,141,1,UNK,Unknown,80954,160694,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,21st St SE,46.8,NS,1981-03-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,46.8,46.8,1986-06-28T00:00:00.000Z,24,Unknown,0,21st St SE,,Y,UNK,Unknown,Near side,AUB,UNK,1295942.1,1295967,108864.9,108864.9,98002,,F St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013115
"POINT (-122.223989294176 47.2899376502898)",33397,141,1,UNK,Unknown,80956,139984,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,IN SERVICE,21st St SE,39.4,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,39.4,39.4,1986-06-28T00:00:00.000Z,24,Unknown,0,21st St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1295270,1295295,108880,108880,98002,,D St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013114
"POINT (-122.224312247751 47.2755490546108)",33398,141,1,UNK,Unknown,80958,140063,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,IN SERVICE,37th Pl SE,10.7,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,10.7,10.7,1986-06-28T00:00:00.000Z,24,Unknown,0,37th Pl SE,,Y,UNK,Unknown,Far side,AUB,UNK,1295120.5,1295120,103658.8,103633.8,98002,,37th St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013113
"POINT (-122.223176221202 47.2755526058112)",33399,141,1,UNK,Unknown,80960,261083,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,IN SERVICE,Private Rd,77,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,77,77,1986-06-28T00:00:00.000Z,24,Unknown,0,Private Rd,,Y,UNK,Unknown,Far side,AUB,UNK,1295402.5,1295402,103655,103630,98002,,37th St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013112
"POINT (-122.213286562431 47.2772733701196)",33400,141,1,UNK,Unknown,80962,36943,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,35th Pl SE,152.4,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,152.4,152.4,1986-06-28T00:00:00.000Z,24,Unknown,0,35th Pl SE,,Y,UNK,Unknown,Far side,AUB,UNK,1297843,1297868,104213.4,104213.4,98002,,M St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013111
"POINT (-122.213122998639 47.278405305225)",33401,141,1,UNK,Unknown,80964,40385,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,M St SE,65.7,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,65.7,65.7,1986-06-28T00:00:00.000Z,24,Unknown,0,M St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1297915.1,1297916,104600.5,104625.5,98002,,M Pl SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013110
"POINT (-122.21328443768 47.2787216702416)",33402,141,1,YES,None,80966,93032,ACT,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,0,IN SERVICE,33rd St SE,65,NS,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,65,65,1997-09-20T00:00:00.000Z,24,Unknown,0,33rd St SE,,Y,None,None,Near side,AUB,YES,1297852.7,1297878,104742.2,104741.6,98002,180,M St SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,Single,0,8434
"POINT (-122.213254526474 47.2824792683556)",33403,141,1,YES,None,80968,23672,ACT,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,30,IN SERVICE,29th St SE,130,NS,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,130,130,1997-09-20T00:00:00.000Z,24,Unknown,0,29th St SE,,Y,None,None,Near side,AUB,YES,1297885,1297910,106112.2,106111.9,98002,180,M St SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,Single,1,8435
"POINT (-122.213253166081 47.2851797883234)",33404,141,1,UNK,Unknown,80970,71211,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,27th St SE,58.6,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,133.7,58.6,1986-06-28T00:00:00.000Z,24,Unknown,0,27th St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1297903,1297928,107097.1,107096.8,98002,,M St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013109
"POINT (-122.2130916449 47.2865431157495)",33405,141,1,UNK,Unknown,80972,37554,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,M St SE,65.40000000000001,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,65.40000000000001,65.40000000000001,1986-06-28T00:00:00.000Z,24,Unknown,0,M St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1297976.8,1297977,107568.3,107593.3,98002,,25th St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013108
"POINT (-122.213147846133 47.2883699109354)",33406,141,1,UNK,Unknown,80974,127017,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,M St SE,51.9,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,51.9,51.9,1986-06-28T00:00:00.000Z,24,Unknown,0,M St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1297974.9,1297975,108234.8,108259.8,98002,,23rd St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013107
"POINT (-122.219483824628 47.2937414294162)",33690,141,1,UNK,Unknown,80922,11967,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,IN SERVICE,G St SE,1.3,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,76.90000000000001,1.3,1986-06-28T00:00:00.000Z,24,Unknown,0,G St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1296438,1296438,110222.1,110247.1,98002,,17th St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013130
"POINT (-122.213254232889 47.2879724072987)",33691,141,1,UNK,Unknown,80926,136519,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,IN SERVICE,23rd St SE,119.4,FS,1981-03-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,119.4,119.4,1986-06-28T00:00:00.000Z,24,Unknown,0,23rd St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1297920.9,1297946,108115.9,108115.3,98002,,M St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013128
"POINT (-122.213254641389 47.2861531471395)",33692,141,1,UNK,Unknown,80928,136802,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,IN SERVICE,25th St SE,116.9,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,116.9,116.9,1986-06-28T00:00:00.000Z,24,Unknown,0,25th St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1297909.3,1297934,107452.1,107451.8,98002,,M St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013127
"POINT (-122.213254232531 47.2850673571467)",33693,141,1,UNK,Unknown,80930,71211,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,IN SERVICE,27th St SE,17.6,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,174.7,17.6,1986-06-28T00:00:00.000Z,24,Unknown,0,27th St SE,,Y,UNK,Unknown,Near side,AUB,UNK,1297902.3,1297927,107056.1,107055.8,98002,,M St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013126
"POINT (-122.213457853396 47.2823969974593)",33694,141,1,YES,None,80932,23672,ACT,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,Unknown,0,IN SERVICE,29th St SE,160,FS,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,160,160,1997-09-20T00:00:00.000Z,24,Unknown,0,29th St SE,,Y,None,None,Far side,AUB,YES,1297884.3,1297859,106082.2,106082.8,98002,180,M St SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,8433
"POINT (-122.213270470364 47.2803321616607)",33695,141,1,UNK,Unknown,80934,147244,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,IN SERVICE,Skylark Village Rd,18.9,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,18.9,18.9,1986-06-28T00:00:00.000Z,24,Unknown,0,Skylark Village Rd,,Y,UNK,Unknown,Far side,AUB,UNK,1297866.6,1297892,105329.5,105328.9,98002,,M St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013125
"POINT (-122.213115352606 47.2782680290938)",33696,141,1,UNK,Unknown,80936,40385,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,IN SERVICE,M St SE,67.90000000000001,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,67.90000000000001,67.90000000000001,1986-06-28T00:00:00.000Z,24,Unknown,0,M St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1297917.3,1297917,104600.4,104575.4,98002,,M Pl SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013124
"POINT (-122.213094833068 47.2768775854129)",33697,141,1,UNK,Unknown,80938,44906,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,IN SERVICE,M St SE,82.8,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,82.8,82.8,1986-06-28T00:00:00.000Z,24,Unknown,0,M St SE,,Y,UNK,Unknown,Near side,AUB,UNK,1297908.6,1297913,104043.5,104068.2,98002,,37th St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013123
"POINT (-122.223377638994 47.2755517748239)",33698,141,1,UNK,Unknown,80940,261083,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,IN SERVICE,Private Rd,27,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,27,27,1986-06-28T00:00:00.000Z,24,Unknown,0,Private Rd,,Y,UNK,Unknown,Far side,AUB,UNK,1295352.5,1295352,103655.6,103630.6,98002,,37th St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013122
"POINT (-122.226503743516 47.275542636435)",33699,141,1,UNK,Unknown,80942,87735,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,IN SERVICE,37th Pl SE,82.59999999999999,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,591.3,82.59999999999999,1986-06-28T00:00:00.000Z,24,Unknown,0,37th Pl SE,,Y,UNK,Unknown,Far side,AUB,UNK,1294576.5,1294576,103666.3,103641.3,98002,,37th St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013121
"POINT (-122.225251488188 47.2899690094753)",33700,141,1,UNK,Unknown,80944,88797,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,IN SERVICE,C St SE,95.7,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,178,95.7,1986-06-28T00:00:00.000Z,24,Unknown,0,C St SE,,Y,UNK,Unknown,Near side,AUB,UNK,1294982.4,1294982,108922.1,108897.1,98002,,21st St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013120
"POINT (-122.221483881196 47.289982413983)",33701,141,1,UNK,Unknown,80946,160694,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,IN SERVICE,21st St SE,26.6,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,26.6,26.6,1986-06-28T00:00:00.000Z,24,Unknown,0,21st St SE,,Y,UNK,Unknown,Near side,AUB,UNK,1295942,1295917,108885.1,108885.1,98002,,F St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013119
"POINT (-122.221224793798 47.2878098863877)",33702,141,1,UNK,Unknown,80948,132986,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,IN SERVICE,F St SE,34.1,NS,1981-03-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,34.1,34.1,1986-06-28T00:00:00.000Z,24,Unknown,0,F St SE,,Y,UNK,Unknown,Near side,AUB,UNK,1295968.1,1295967,108116.6,108091.6,98002,,23rd St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013118
"POINT (-122.25014715014 47.2716086438702)",33899,141,1,LTD,None,57851,59591,ACT,REG,PAC,Pacific,SE,NO,,S,NO,YES,6,YelRed-Stop,10,IN SERVICE,Ellingson Rd,84.8,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,450.1,84.8,1997-09-20T00:00:00.000Z,24,Unknown,72,Ellingson Rd,,Y,None,None,Far side,PAC,YES,1288706.2,1288681,102312.8,102313.7,98047,917,Milwaukee Blvd N,Single,KCM,Away,2in metal,Cncrt-earth,None,0,5154
"POINT (-122.250259427037 47.2672711533367)",33900,141,1,LTD,None,57852,146159,ACT,REG,PAC,Pacific,SE,NO,,S,NO,UNK,0,Unknown,10,IN SERVICE,Homer Ave SE,12,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,12,12,1997-09-20T00:00:00.000Z,24,Unknown,0,Homer Ave SE,,Y,None,None,Far side,PAC,YES,1288649.4,1288624,100731.7,100732.3,98047,917,Milwaukee Blvd S,Single,KCM,Away,2in metal,Cncrt-earth,None,0,5155
"POINT (-122.23991574447 47.2645967169072)",33901,141,1,LTD,None,57853,35458,ACT,REG,PAC,Pacific,SE,NO,,E,NO,UNK,0,Unknown,10,IN SERVICE,Pacific Ave S,24.6,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,24.6,24.6,1997-09-20T00:00:00.000Z,24,Unknown,0,Pacific Ave S,,Y,None,None,Far side,PAC,YES,1291173.9,1291174,99734.8,99709.8,98047,917,3rd Ave SE,Single,KCM,Toward,2in metal,Cncrt-earth,None,0,5156
"POINT (-122.239427809658 47.2681774275368)",33902,141,1,YES,None,57854,131215,ACT,REG,ALG,Algona,SE,NO,,N,NO,UNK,0,Unknown,10,IN SERVICE,1st Ave SE,30,NS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,30,30,1997-09-20T00:00:00.000Z,24,Unknown,0,1st Ave SE,,Y,None,None,Near side,PAC,YES,1291294.2,1291319,101014.1,101013.5,98047,917,Pacific Ave S,Single,KCM,Away,2in metal,Cncrt-earth,None,0,5157
"POINT (-122.233275075532 47.3076033542671)",33903,141,1,UNK,Unknown,57855,48613,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,IN SERVICE,C St NW,69.2,FS,1985-08-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,69.2,69.2,1996-02-10T00:00:00.000Z,24,Unknown,0,C St NW,,Y,UNK,Unknown,Far side,AUB,UNK,1293106.4,1293108,115339.7,115364.6,98001,,W Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100014317
"POINT (-122.23939494551 47.2711547388224)",33904,141,1,YES,None,57856,77058,ACT,REG,ALG,Algona,SE,NO,,N,NO,UNK,0,Unknown,10,IN SERVICE,Ellingson Rd,265,NM,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,265,265,1997-09-20T00:00:00.000Z,24,Unknown,0,Ellingson Rd,,Y,None,None,Near middle,PAC,YES,1291322.2,1291347,102099.5,102099.2,98047,917,Pacific Ave N,Single,KCM,Away,2in metal,Base plate,None,0,5158
"POINT (-122.23358661609 47.2904685165638)",33905,141,1,UNK,None,57857,116895,CLO,REG,FED,Federal Government,SE,NO,,S,NO,YES,6,None,10,IN SERVICE,GSA AcRd,35,NS,1989-10-10T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,39.1,39.1,2011-12-02T00:00:00.000Z,24,Unknown,0,GSA AcRd,,Y,None,None,Near side,AUB,UNK,1292942,1292917,109117.4,109116.8,98001,,Aleshire Ave,Unknown,KCM,Away,2in metal,Cncrt-asphlt,None,0,0
"POINT (-122.2333851704 47.2904704621422)",33906,141,1,YES,None,57858,116895,ACT,REG,FED,Federal Government,SE,NO,,N,NO,NO,0,None,0,IN SERVICE,GSA AcRd,38,NS,2000-05-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,38,38,2009-07-25T00:00:00.000Z,24,Unknown,0,GSA AcRd,,Y,None,None,Near side,AUB,YES,1292942,1292967,109116.3,109116.6,98001,917,Aleshire Ave,Single,KCM,Toward,2in metal,Cncrt-earth,None,0,5160
"POINT (-122.225941900027 47.3110768403702)",33907,141,1,YES,None,57860,171984,ACT,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,IN SERVICE,4th St NE,130,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,130,130,1960-01-01T00:00:00.000Z,24,Unknown,0,4th St NE,,Y,None,None,Far side,AUB,YES,1294924.5,1294950,116597.8,116598.4,98002,180 910,Auburn Way N,A1 <=2 rts,KCM,Toward,2in metal,Base plate,Double,1,5161
"POINT (-122.228206606855 47.2720141849037)",33908,141,1,YES,None,57861,93665,ACT,RL,AUB,Auburn,SE,NO,,W,NO,UNK,0,Unknown,30,IN SERVICE,A St SE,170,NS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,170,170,2018-10-26T00:00:00.000Z,24,Unknown,0,A St SE,,Y,None,None,Near side,AUB,YES,1294129.4,1294130,102337.1,102362.1,98002,180 917,41st St SE,A1 <=2 rts,KCM,Toward,Light,Band,None,1,5162
"POINT (-122.239593978967 47.2707656524628)",33910,141,1,NO,None,57863,77058,ACT,REG,PAC,Pacific,SE,NO,,S,NO,UNK,0,Unknown,30,IN SERVICE,Ellingson Rd,410,FM,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,406.9,283,1997-09-20T00:00:00.000Z,24,Unknown,0,Ellingson Rd,,Y,None,None,Far middle,PAC,YES,1291319.6,1291295,101957.6,101958.2,98047,917,Pacific Ave N,Single,KCM,Away,2in metal,Cncrt-earth,None,0,5164
"POINT (-122.208586345764 47.2900651322445)",33911,141,1,UNK,Unknown,58430,71027,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,IN SERVICE,R St SE,135.8,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,524.9,135.8,1997-09-19T00:00:00.000Z,24,Unknown,0,R St SE,,Y,UNK,Unknown,Near side,AUB,UNK,1299118.2,1299118,108882.8,108857.8,98002,,21st St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014288
"POINT (-122.207935161032 47.2898213421188)",33912,141,1,UNK,Unknown,58431,94459,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,IN SERVICE,21st St SE,115.2,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,221.4,115.2,1997-10-04T00:00:00.000Z,24,Unknown,0,21st St SE,,Y,UNK,Unknown,Far side,AUB,UNK,1299252.5,1299278,108766.3,108766,98002,,R St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014287
"POINT (-122.219316019603 47.3266780003368)",33943,141,1,UNK,None,81030,19261,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,IN SERVICE,22nd St NE,80,FS,2003-09-19T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,80,80,2015-09-26T00:00:00.000Z,24,Unknown,0,22nd St NE,,Y,None,None,Far side,AUB,UNK,1296670.6,1296696,122258.6,122258.6,98002,,I St NE,Unknown,KCM,Away,2in metal,Base plate,None,0,0
"POINT (-122.216518106848 47.3264032165582)",33944,141,1,UNK,Unknown,81032,74054,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,IN SERVICE,Private Rd,87.8,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,152,87.8,1980-09-15T00:00:00.000Z,24,Unknown,0,Private Rd,,Y,UNK,Unknown,Far side,AUB,UNK,1297388.1,1297388,122170.9,122145.9,98002,,22nd St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013082
"POINT (-122.213951434131 47.3237343196516)",33945,141,1,UNK,Unknown,81033,44685,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,18th St NE,11.5,NM,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,299.4,11.5,1981-09-15T00:00:00.000Z,24,Unknown,0,18th St NE,,Y,UNK,Unknown,Near middle,AUB,UNK,1297981.9,1298007,121161.4,121161.1,98002,,M St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013081
"POINT (-122.213992590349 47.3266693112486)",33946,141,1,UNK,Unknown,81034,60448,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,22nd St NE,67.5,FS,1981-03-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,67.5,67.5,1986-06-28T00:00:00.000Z,24,Unknown,0,22nd St NE,,Y,UNK,Unknown,Far side,AUB,UNK,1297991.1,1298016,122232,122231.7,98002,,M St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013080
"POINT (-122.213828141059 47.3282314668643)",33947,141,1,UNK,Unknown,81036,60448,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,24th St NE,42.3,NS,1981-03-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,653.9,42.3,1986-06-28T00:00:00.000Z,24,Unknown,0,24th St NE,,Y,UNK,Unknown,Near side,AUB,UNK,1298043.7,1298067,122810.4,122800.7,98002,,M St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013079
"POINT (-122.21318375692 47.3299464411186)",33948,141,1,UNK,Unknown,81038,47135,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,IN SERVICE,M St NE,51.1,FS,1981-03-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-03-25T00:00:00.000Z,51.1,51.1,1986-06-28T00:00:00.000Z,24,Unknown,0,M St NE,,Y,UNK,Unknown,Far side,AUB,UNK,1298237.8,1298238,123398.3,123423.3,98002,,M Pl NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013078
