OBJECTID,CHANGE_NUM,MINOR_CHAN,ACCESSIBIL,ACCESSORY_,STOP_ID,TRANS_LINK,STOP_STATU,STOP_TYPE,AUTH_CODE,AUTH_NAME,TRF_DISTRI,AWNING,BAY_CODE,BEARING_CO,BIKE_RACK,CURB,CURB_HEIGH,CURBPAINT,CURBPAINTL,CURRENT_NE,CF_CROSS_S,CF_DIST_FR,CF_INTERSE,DATE_CREAT,DATE_LAST_,DB_MOD_DAT,DISPLACEME,DIST_FROM_,EFFECTIVE_,FARE_ZONE,FRDOORLAND,FRDOORSIDE,HASTUS_CRO,IMT_CONNEC,IN_SERVICE,INFOSIGN_A,INFOSIGN,INTERSECTI,JURISDICTI,KCM_MANAGE,XCOORD,XCOORD_OFF,YCOORD,YCOORD_OFF,ZIPCODE,ROUTE_LIST,ON_STREET_,ROUTESIGN,ROUTESIGN_,SIGN_MOUNT,SIGNPOST,SIGNPOST_A,SCHEDULE_H,NUM_SHELTE,GISOBJID
"31570","141","1",UNK,None,"21260","133125",CLO,REG,KC,King County,SW,NO,,E,NO,UNK,"0",Unknown,"10",IN SERVICE,24th Ave SW,30.30000000000,NS,1979-09-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,30.30000000000,30.30000000000,2007-05-21T00:00:00.000Z,"3",Unknown,"0",24th Ave SW,,Y,None,None,Near side,SEA,UNK,1262364.00000000000,"1262364",192477.29999999999,192452.29999999999,"98106",,SW Roxbury St,Unknown,KCM,Away,2in metal,Cncrt-earth,None,"0","0"
"31571","141","1",UNK,None,"21270","43792",CLO,REG,KC,King County,SW,NO,,E,NO,UNK,"0",Unknown,"10",IN SERVICE,SW Kelsey Ln,55.00000000000,FS,1979-09-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,55.00000000000,55.00000000000,2015-09-26T00:00:00.000Z,"3",Unknown,"0",SW Kelsey Ln,,Y,None,None,Far side,SEA,UNK,1262858.00000000000,"1262858",192467.29999999999,192442.29999999999,"98106",,SW Roxbury St,Unknown,KCM,Toward,Light,Band,None,"0","0"
"31572","141","1",YES,None,"21370","62637",ACT,REG,SEA,Seattle,SW,NO,,N,NO,UNK,"0",Unknown,"80",IN SERVICE,SW Cloverdale St,90.00000000000,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,249.80000000000,90.00000000000,1960-01-01T00:00:00.000Z,"1",Unknown,"0",SW Cloverdale St,,Y,None,None,Far side,SEA,YES,1264476.19999999995,"1264501",195864.50000000000,195863.89999999999,"98106",125 128,16th Ave SW,A1 <=2 rts,KCM,Away,2in metal,Unknown,Double,"0","1803"
"31573","141","1",YES,None,"21380","127643",ACT,REG,SEA,Seattle,SW,NO,,N,NO,UNK,"0",Unknown,"80",IN SERVICE,SW Thistle St,85.00000000000,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,568.10000000000,85.00000000000,1960-01-01T00:00:00.000Z,"1",Unknown,"0",SW Thistle St,,Y,None,None,Far side,SEA,YES,1264491.30000000005,"1264516",196505.10000000001,196504.50000000000,"98106",125 128,16th Ave SW,A1 <=2 rts,KCM,Away,2in metal,Unknown,Double,"0","1804"
"31574","141","1",YES,None,"21390","22511",ACT,REG,SEA,Seattle,SW,NO,,N,NO,UNK,"0",Unknown,"80",IN SERVICE,SW Elmgrove St,70.60000000000,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,582.60000000000,70.60000000000,1960-01-01T00:00:00.000Z,"1",Unknown,"0",SW Elmgrove St,,Y,None,None,Far side,SEA,YES,1264506.10000000009,"1264531",197143.60000000001,197143.00000000000,"98106",125 128,16th Ave SW,A1 <=2 rts,KCM,Away,2in metal,Unknown,Double,"0","1805"
"31575","141","1",YES,None,"21400","83512",ACT,REG,SEA,Seattle,SW,NO,,N,NO,UNK,"0",Unknown,"80",IN SERVICE,SW Kenyon St,90.20000000000,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,571.10000000000,90.20000000000,1960-01-01T00:00:00.000Z,"1",Unknown,"0",SW Kenyon St,,Y,None,None,Far side,SEA,YES,1264521.80000000005,"1264547",197816.20000000001,197815.60000000001,"98106",125 128,16th Ave SW,A1 <=2 rts,KCM,Away,2in metal,Unknown,Double,"0","1806"
"31576","141","1",YES,None,"21410","83512",ACT,REG,SEA,Seattle,SW,NO,,N,NO,YES,"6",YelRed-Stop,"80",IN SERVICE,SW Holden St,60.00000000000,NS,1992-02-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,60.00000000000,60.00000000000,1992-02-15T00:00:00.000Z,"1",ADA Access,"0",SW Holden St,,Y,None,None,Near side,SEA,YES,1264534.19999999995,"1264559",198327.10000000001,198326.50000000000,"98106",125 128,16th Ave SW,A1 <=2 rts,KCM,Toward,2in metal,Base plate,Double,"1","1807"
"31577","141","1",NO,None,"21420","163849",ACT,REG,SEA,Seattle,SW,NO,,W,NO,UNK,"0",Unknown,"0",IN SERVICE,Dumar Way SW,20.40000000000,NS,1983-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,185.10000000000,20.40000000000,2018-08-06T00:00:00.000Z,"1",Unknown,"0",Dumar Way SW,,Y,None,None,Near side,SEA,YES,1264203.39999999991,"1264204",198714.89999999999,198739.89999999999,"98106","128",SW Austin St,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,Single,"0","1808"
"31578","141","1",NO,None,"21430","33945",ACT,REG,SEA,Seattle,SW,NO,,N,NO,UNK,"0",Unknown,"0",IN SERVICE,SW Orchard St,40.00000000000,NS,1983-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,40.00000000000,40.00000000000,1983-01-01T00:00:00.000Z,"1",Unknown,"0",SW Orchard St,,Y,None,None,Near side,SEA,YES,1263663.19999999995,"1263672",199880.60000000001,199903.89999999999,"98106","128",Dumar Way SW,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,"0","1809"
"31579","141","1",YES,None,"21440","33767",ACT,REG,SEA,Seattle,SW,NO,,W,NO,UNK,"0",Unknown,"40",IN SERVICE,Delridge Way SW,99.50000000000,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,462.20000000000,99.50000000000,1960-01-01T00:00:00.000Z,"1",Unknown,"0",Delridge Way SW,,Y,None,None,Near side,SEA,YES,1263168.69999999995,"1263172",199961.60000000001,199986.39999999999,"98106","128",SW Orchard St,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,Single,"0","1810"
